Artikel;article_description;Bruttobetrag;Nettobetrag;Verkaufte_Stücke;Gewicht_verkauft;Durchschnittlicher_Preis;umsatz_tot;origin;year;date
A10006;Menu Salat;43.5;43.5;29;NA;1.5;2.52;12.10.csv;2015;12.10.2015
A10011;Kitchen 1;116;116;12;NA;9.67;6.73;12.10.csv;2015;12.10.2015
A10020;Local 0;269;269;36;NA;7.47;15.6;12.10.csv;2015;12.10.2015
A10030;Market;6.4;6.4;2;0.28;22.86;0.37;12.10.csv;2015;12.10.2015
A10040;Garden;63.6;63.6;9;2.748;23.14;3.69;12.10.csv;2015;12.10.2015
A10060;Frucht -.70;0.7;0.7;1;NA;0.7;0.04;12.10.csv;2015;12.10.2015
A10061;Frucht -.80;0.8;0.8;1;NA;0.8;0.05;12.10.csv;2015;12.10.2015
A10072;Schichtjoghurt;3;3;1;NA;3;0.17;12.10.csv;2015;12.10.2015
A10073;Saisonfrüchte geschnitten;3.5;3.5;1;NA;3.5;0.2;12.10.csv;2015;12.10.2015
A10101;Ragusa-Gipfel;2.4;2.4;1;NA;2.4;0.14;12.10.csv;2015;12.10.2015
A10103;Vanille-Gipfel;2.4;2.4;1;NA;2.4;0.14;12.10.csv;2015;12.10.2015
A10110;Sonnenblumenbrötli;1.7;1.7;1;NA;1.7;0.1;12.10.csv;2015;12.10.2015
A10112;Maisbrötli;1.7;1.7;1;NA;1.7;0.1;12.10.csv;2015;12.10.2015
A10121;Mandelschnecke;2.4;2.4;1;NA;2.4;0.14;12.10.csv;2015;12.10.2015
A10123;Russenzöpfli;4.8;4.8;2;NA;2.4;0.28;12.10.csv;2015;12.10.2015
A10124;Kirschenstange;2.9;2.9;1;NA;2.9;0.17;12.10.csv;2015;12.10.2015
A10126;Apfel im Schlafrock;2.4;2.4;1;NA;2.4;0.14;12.10.csv;2015;12.10.2015
A10200;Birchermüesli Classic;3.2;3.2;1;NA;3.2;0.19;12.10.csv;2015;12.10.2015
A10410;Sandwich Milano;12;12;3;NA;4;0.7;12.10.csv;2015;12.10.2015
A10415;Sandwich Turkey;16.5;16.5;3;NA;5.5;0.96;12.10.csv;2015;12.10.2015
A10416;Sandwich Ticinese;6;6;1;NA;6;0.35;12.10.csv;2015;12.10.2015
A10426;Bagel Sandwich Ham & Cheese;5.5;5.5;1;NA;5.5;0.32;12.10.csv;2015;12.10.2015
A10430;Bagel Sandwich Fisherman's Catch;5.5;5.5;1;NA;5.5;0.32;12.10.csv;2015;12.10.2015
A10451;Sandwich Bauette;5;5;1;NA;5;0.29;12.10.csv;2015;12.10.2015
A10001;Favorite;491;491;66;NA;7.44;24.97;13.10.csv;2015;13.10.2015
A10002;Green;457;457;62;NA;7.37;23.24;13.10.csv;2015;13.10.2015
A10006;Menu Salat;40;40;26;NA;1.54;2.03;13.10.csv;2015;13.10.2015
A10011;Kitchen 1;19;19;2;NA;9.5;0.97;13.10.csv;2015;13.10.2015
A10013;Kitchen 3;338;338;28;NA;12.07;17.19;13.10.csv;2015;13.10.2015
A10020;Local 0;452;452;60;NA;7.53;22.99;13.10.csv;2015;13.10.2015
A10040;Garden;105.8;105.8;16;4.602;22.99;5.38;13.10.csv;2015;13.10.2015
A10063;Frucht 1.00;1;1;1;NA;1;0.05;13.10.csv;2015;13.10.2015
A10104;Schoggi-Gipfel;4.8;4.8;2;NA;2.4;0.24;13.10.csv;2015;13.10.2015
A10112;Maisbrötli;1.7;1.7;1;NA;1.7;0.09;13.10.csv;2015;13.10.2015
